stated_monthly_income,documented_monthly_income_filled,loan_amount,bank_ending_balance,bank_has_overdrafts,bank_has_consistent_deposits,monthly_withdrawals,monthly_deposits,num_documents_submitted,has_documentation,income_ratio,income_discrepancy,suspected_misrepresentation,loan_to_income_ratio,income_covers_loan_3x,withdrawal_to_deposit_ratio,net_monthly_flow,balance_to_loan_ratio,low_balance,employment_encoded
6826.0,6381.0,2000,824.0,False,False,3458.0,5684.0,1,1,0.9348080867272195,0.06519191327278054,0,0.2929973630237328,1,0.6083743842364532,2226.0,0.412,0,2
7282.0,7541.0,2000,1468.0,False,True,3435.0,7019.0,1,1,1.0355671518813512,0.035567151881351275,0,0.274649821477616,1,0.4893859524148739,3584.0,0.734,0,2
6883.0,6378.0,1000,1799.0,False,True,4191.0,5568.0,2,1,0.926630829580125,0.07336917041987505,0,0.1452854859799506,1,0.7526939655172413,1377.0,1.799,0,1
4333.0,4343.0,1000,1986.0,False,True,3582.0,4220.0,2,1,1.0023078698361412,0.0023078698361412415,0,0.23078698361412417,1,0.8488151658767773,638.0,1.986,0,1
4964.0,4530.0,1000,1670.0,False,True,1791.0,3914.0,1,1,0.9125705076551168,0.08742949234488316,0,0.20145044319097502,1,0.4575881451200818,2123.0,1.67,0,2
3644.0,3436.0,300,0.0,False,True,2301.0,3097.0,1,1,0.9429198682766191,0.0570801317233809,0,0.08232711306256861,1,0.7429770745883113,796.0,0.0,1,2
5487.0,5367.0,1500,2467.0,False,True,1988.0,4657.0,2,1,0.9781301257517769,0.02186987424822307,0,0.2733734281027884,1,0.426884260253382,2669.0,1.6446666666666667,0,2
3231.0,3321.0,500,0.0,False,True,2191.0,3060.0,2,1,1.0278551532033426,0.027855153203342618,0,0.1547508511296812,1,0.7160130718954248,869.0,0.0,1,2
2504.0,2487.0,1500,3379.0,False,False,1676.0,2383.0,1,1,0.9932108626198083,0.006789137380191693,0,0.5990415335463258,0,0.7033151489718842,707.0,2.252666666666667,0,0
5302.0,5166.0,3000,411.0,False,True,3251.0,5130.0,2,1,0.974349302150132,0.025650697849867975,0,0.5658242172764995,0,0.6337231968810916,1879.0,0.137,1,2
5425.0,5126.0,2000,3075.0,False,True,1846.0,4936.0,1,1,0.9448847926267281,0.05511520737327189,0,0.3686635944700461,0,0.3739870340356564,3090.0,1.5375,0,2
4197.0,3852.0,500,3734.0,False,True,2439.0,3378.0,1,1,0.9177984274481773,0.08220157255182273,0,0.11913271384322136,1,0.7220248667850799,939.0,7.468,0,1
5880.0,5653.0,1000,0.0,True,True,3304.0,5598.0,1,1,0.9613945578231292,0.03860544217687075,0,0.17006802721088435,1,0.5902107895677028,2294.0,0.0,1,2
1765.0,1644.0,1000,0.0,False,False,802.0,1515.0,1,1,0.9314447592067989,0.06855524079320113,0,0.56657223796034,0,0.5293729372937294,713.0,0.0,1,0
2981.0,2876.0,5000,1823.0,False,True,1628.0,2627.0,2,1,0.9647769204964777,0.035223079503522305,0,1.677289500167729,0,0.6197183098591549,999.0,0.3646,0,2
5190.0,0.0,2000,1989.0,False,True,1664.0,4630.0,0,0,-1.0,-1.0,0,0.3853564547206166,0,0.3593952483801296,2966.0,0.9945,0,2
7908.0,7170.0,300,0.0,False,True,6510.0,7057.0,1,1,0.9066767830045523,0.09332321699544764,0,0.03793626707132018,1,0.922488309479949,547.0,0.0,1,2
3500.0,3459.0,3000,4887.0,False,True,2280.0,3113.0,1,1,0.9882857142857143,0.011714285714285714,0,0.8571428571428571,0,0.7324124638612272,833.0,1.629,0,2
3983.0,3913.0,500,2429.0,False,True,1344.0,3666.0,2,1,0.9824253075571178,0.01757469244288225,0,0.12553351744915892,1,0.36661211129296234,2322.0,4.858,0,2
6366.0,5804.0,500,726.0,False,True,4293.0,5142.0,2,1,0.9117185045554508,0.08828149544454916,0,0.07854225573358467,1,0.8348891481913653,849.0,1.452,0,1
5269.0,5488.0,2000,4198.0,False,True,2712.0,5321.0,2,1,1.041563864110837,0.04156386411083697,0,0.37957866767887644,0,0.509678631836121,2609.0,2.099,0,2
5526.0,5056.0,3000,0.0,True,True,3360.0,4885.0,1,1,0.914947520810713,0.085052479189287,0,0.5428881650380022,0,0.6878198567041965,1525.0,0.0,1,2
5734.0,5896.0,1500,156.0,False,True,2532.0,5274.0,1,1,1.0282525287757238,0.02825252877572375,0,0.2615974886641088,1,0.4800910125142207,2742.0,0.104,1,2
1547.0,1392.0,1000,0.0,True,False,1030.0,1326.0,1,1,0.8998060762766645,0.10019392372333549,0,0.6464124111182935,0,0.7767722473604827,296.0,0.0,1,0
6665.0,6881.0,1000,4702.0,False,True,5062.0,6575.0,2,1,1.0324081020255065,0.032408102025506376,0,0.15003750937734434,1,0.7698859315589354,1513.0,4.702,0,2
5615.0,5070.0,1000,2499.0,False,True,3121.0,4737.0,2,1,0.9029385574354408,0.09706144256455922,0,0.17809439002671415,1,0.6588558159172472,1616.0,2.499,0,2
4638.0,4701.0,1000,2989.0,False,True,2018.0,4420.0,2,1,1.0135834411384217,0.013583441138421734,0,0.21561017680034497,1,0.45656108597285067,2402.0,2.989,0,2
2279.0,2175.0,500,2452.0,False,False,947.0,2036.0,2,1,0.9543659499780606,0.045634050021939446,0,0.21939447125932426,1,0.46512770137524556,1089.0,4.904,0,0
7850.0,7934.0,1500,2861.0,False,True,3755.0,6842.0,2,1,1.0107006369426752,0.01070063694267516,0,0.1910828025477707,1,0.5488161356328559,3087.0,1.9073333333333333,0,2
5348.0,5135.0,3000,2117.0,False,False,1925.0,4881.0,2,1,0.9601720269259536,0.039827973074046376,0,0.5609573672400897,0,0.39438639623028066,2956.0,0.7056666666666667,0,1
4579.0,4170.0,1000,2406.0,False,False,1994.0,3838.0,2,1,0.9106791875955449,0.08932081240445512,0,0.21838829438742083,1,0.5195414278269932,1844.0,2.406,0,1
6661.0,6762.0,500,2161.0,False,False,4612.0,6192.0,2,1,1.0151628884551869,0.015162888455186908,0,0.07506380423359856,1,0.7448320413436692,1580.0,4.322,0,2
1868.0,1701.0,2000,1087.0,False,False,1399.0,1665.0,1,1,0.9105995717344754,0.08940042826552462,0,1.0706638115631693,0,0.8402402402402402,266.0,0.5435,0,1
500.0,454.0,3000,2410.0,False,True,182.0,403.0,1,1,0.908,0.092,0,6.0,0,0.45161290322580644,221.0,0.8033333333333333,0,1
6525.0,6342.0,500,2166.0,False,False,4632.0,5506.0,2,1,0.9719540229885058,0.028045977011494253,0,0.07662835249042145,1,0.8412640755539411,874.0,4.332,0,1
4864.0,4905.0,500,0.0,True,True,3688.0,4195.0,1,1,1.0084292763157894,0.008429276315789474,0,0.10279605263157894,1,0.8791418355184744,507.0,0.0,1,2
5498.0,5273.0,1500,0.0,False,True,2662.0,4700.0,1,1,0.9590760276464169,0.040923972353583124,0,0.2728264823572208,1,0.5663829787234043,2038.0,0.0,1,2
9116.0,0.0,1500,3624.0,True,False,2889.0,9100.0,0,0,-1.0,-1.0,0,0.1645458534444932,1,0.31747252747252747,6211.0,2.416,0,1
4347.0,4424.0,1500,2877.0,False,True,3401.0,4201.0,1,1,1.0177133655394526,0.017713365539452495,0,0.3450655624568668,0,0.8095691502023328,800.0,1.918,0,2
5770.0,5992.0,500,362.0,True,True,1621.0,5199.0,2,1,1.038474870017331,0.03847487001733102,0,0.08665511265164645,1,0.3117907289863435,3578.0,0.724,1,2
4611.0,4410.0,1000,0.0,False,True,2848.0,4147.0,2,1,0.9564085881587508,0.043591411841249185,0,0.2168726957276079,1,0.6867615143477213,1299.0,0.0,1,2
