applicant_id,stated_monthly_income,documented_monthly_income,loan_amount,employment_status,bank_ending_balance,bank_has_overdrafts,bank_has_consistent_deposits,monthly_withdrawals,monthly_deposits,num_documents_submitted,rule_based_score,rule_based_decision,actual_outcome,days_to_default,target,has_documentation,income_ratio,suspected_misrepresentation,income_covers_loan_3x,withdrawal_to_deposit_ratio,low_balance,employment_encoded
APP-0037,5129.0,5360.0,1500,employed,1752.0,False,True,1583.0,5153.0,2,92.9,approved,repaid,,0,1,1.0450380191070383,0,1,0.3071996895012614,0,2
APP-0039,618.0,,1500,employed,2806.0,False,True,514.0,581.0,0,36.2,denied,repaid,,0,0,-1.0,0,0,0.8846815834767642,0,2
APP-0040,5655.0,5314.0,300,employed,0.0,True,True,4529.0,5106.0,1,75.1,approved,repaid,,0,1,0.9396993810786914,0,1,0.8869956913435174,1,2
APP-0041,6356.0,5921.0,1000,employed,3164.0,False,True,1947.0,5083.0,1,92.2,approved,repaid,,0,1,0.9315607300188798,0,1,0.3830415109187488,0,2
APP-0042,1456.0,1482.0,300,employed,2882.0,False,True,615.0,1422.0,2,91.7,approved,repaid,,0,1,1.0178571428571428,0,1,0.43248945147679324,0,2
APP-0043,500.0,501.0,1000,unemployed,2878.0,False,False,253.0,447.0,1,49.8,denied,repaid,,0,1,1.002,0,0,0.5659955257270693,0,0
APP-0044,5929.0,1457.0,1000,employed,2207.0,False,True,1101.0,1363.0,1,59.4,flagged_for_review,repaid,,0,1,0.2457412717152977,1,1,0.8077769625825385,0,2
APP-0045,6514.0,6403.0,1000,self_employed,4299.0,False,False,3959.0,5675.0,1,77.0,approved,repaid,,0,1,0.9829597789376727,0,1,0.6976211453744493,0,1
APP-0046,5031.0,4953.0,300,employed,3308.0,False,False,3064.0,4833.0,2,83.7,approved,repaid,,0,1,0.9844961240310077,0,1,0.6339747568797848,0,2
APP-0047,3908.0,3948.0,1000,employed,1089.0,False,True,2493.0,3641.0,2,89.2,approved,repaid,,0,1,1.0102354145342887,0,1,0.6847020049436968,0,2
APP-0048,4726.0,4445.0,2000,employed,1116.0,False,True,1525.0,4207.0,1,81.1,approved,repaid,,0,1,0.9405416842996192,0,0,0.3624910862847635,0,2
APP-0049,7062.0,,1000,employed,680.0,False,True,4178.0,6844.0,0,61.4,flagged_for_review,defaulted,105.0,1,0,-1.0,0,1,0.6104617182933957,0,2
APP-0050,1329.0,396.0,2000,unemployed,2827.0,False,False,368.0,390.0,2,17.6,denied,defaulted,49.0,1,1,0.2979683972911964,1,0,0.9435897435897436,0,0
APP-0051,4501.0,4259.0,1000,self_employed,500.0,False,True,1462.0,4088.0,2,80.4,approved,repaid,,0,1,0.9462341701844035,0,1,0.3576320939334638,0,1
APP-0052,1835.0,1802.0,1000,unemployed,3625.0,False,False,1002.0,1572.0,2,49.1,denied,repaid,,0,1,0.9820163487738419,0,0,0.6374045801526718,0,0
APP-0053,2918.0,831.0,1500,self_employed,3984.0,False,False,400.0,813.0,2,28.1,denied,defaulted,116.0,1,1,0.2847840986977382,1,0,0.4920049200492005,0,1
APP-0054,5184.0,5443.0,5000,employed,681.0,False,True,3340.0,5132.0,2,67.0,flagged_for_review,repaid,,0,1,1.0499614197530864,0,0,0.6508183943881528,0,2
APP-0055,1197.0,1155.0,500,unemployed,1722.0,False,False,732.0,1088.0,2,60.0,flagged_for_review,defaulted,70.0,1,1,0.9649122807017544,0,0,0.6727941176470589,0,0
APP-0056,5485.0,5289.0,300,employed,2025.0,False,True,3530.0,5226.0,2,89.2,approved,repaid,,0,1,0.9642661804922515,0,1,0.6754688097971681,0,2
APP-0057,4621.0,,1500,employed,3326.0,False,False,3501.0,4100.0,0,53.0,flagged_for_review,repaid,,0,0,-1.0,0,1,0.8539024390243902,0,2
APP-0058,4562.0,4657.0,3000,employed,4414.0,True,True,2283.0,4126.0,2,62.0,flagged_for_review,repaid,,0,1,1.020824199912319,0,0,0.5533204071740184,0,2
APP-0059,2655.0,851.0,5000,employed,0.0,True,True,501.0,789.0,2,26.6,denied,defaulted,145.0,1,1,0.3205273069679849,1,0,0.6349809885931559,1,2
APP-0060,6325.0,6132.0,1000,employed,1523.0,False,False,1813.0,5903.0,2,86.9,approved,repaid,,0,1,0.9694861660079052,0,1,0.30713196679654414,0,2
APP-0061,4883.0,4632.0,1000,employed,1601.0,False,True,3454.0,4248.0,2,87.9,approved,repaid,,0,1,0.9485971738685235,0,1,0.8130885122410546,0,2
APP-0062,5886.0,5835.0,1500,self_employed,0.0,False,False,2584.0,5514.0,2,73.3,flagged_for_review,repaid,,0,1,0.991335372069317,0,1,0.4686253173739572,1,1
APP-0063,9790.0,10098.0,1500,employed,1272.0,True,True,7700.0,9268.0,1,81.7,approved,repaid,,0,1,1.0314606741573034,0,1,0.8308157099697885,0,2
APP-0064,5448.0,,1500,employed,2642.0,False,True,2425.0,5130.0,0,62.8,flagged_for_review,repaid,,0,0,-1.0,0,1,0.4727095516569201,0,2
APP-0065,3872.0,3548.0,3000,employed,1582.0,False,True,1060.0,3453.0,2,70.4,flagged_for_review,defaulted,106.0,1,1,0.9163223140495868,0,0,0.3069794381697075,0,2
APP-0066,4360.0,4204.0,2000,employed,0.0,True,True,1477.0,3687.0,1,68.7,flagged_for_review,defaulted,51.0,1,1,0.9642201834862385,0,0,0.40059669107675616,1,2
APP-0068,5170.0,,1000,employed,2399.0,False,True,2542.0,5005.0,0,62.4,flagged_for_review,defaulted,81.0,1,0,-1.0,0,1,0.5078921078921079,0,2
APP-0070,544.0,523.0,1000,self_employed,353.0,True,False,177.0,470.0,2,45.7,denied,defaulted,42.0,1,1,0.9613970588235294,0,0,0.37659574468085105,1,1
APP-0071,3998.0,3614.0,1000,employed,2391.0,False,True,1545.0,3079.0,2,91.0,approved,repaid,,0,1,0.903951975987994,0,1,0.5017862942513803,0,2
APP-0072,7810.0,7691.0,300,employed,1754.0,False,False,2420.0,7457.0,2,86.8,approved,repaid,,0,1,0.9847631241997439,0,1,0.32452728979482365,0,2
APP-0073,2604.0,,500,self_employed,0.0,False,False,1481.0,2341.0,0,43.2,denied,repaid,,0,0,-1.0,0,1,0.6326356258009398,1,1
APP-0074,2831.0,2902.0,1000,self_employed,395.0,True,False,1151.0,2622.0,1,56.4,flagged_for_review,defaulted,46.0,1,1,1.0250794772165313,0,0,0.43897787948131195,1,1
APP-0076,1414.0,1370.0,1000,self_employed,4916.0,False,False,496.0,1267.0,1,57.6,flagged_for_review,repaid,,0,1,0.9688826025459689,0,0,0.3914759273875296,0,1
APP-0077,6279.0,6055.0,1500,employed,2551.0,False,False,3352.0,5785.0,1,84.2,approved,repaid,,0,1,0.9643255295429208,0,1,0.5794295592048401,0,2
APP-0078,5727.0,5925.0,1000,employed,3655.0,False,True,3941.0,5722.0,2,89.1,approved,repaid,,0,1,1.034573074908329,0,1,0.6887451939881161,0,2
APP-0079,3730.0,,500,employed,1766.0,False,False,1154.0,3390.0,0,58.1,flagged_for_review,repaid,,0,0,-1.0,0,1,0.34041297935103243,0,2
APP-0080,4028.0,3776.0,5000,self_employed,1870.0,True,True,2005.0,3585.0,2,55.9,flagged_for_review,defaulted,62.0,1,1,0.9374379344587885,0,0,0.5592747559274756,0,1
APP-0081,5988.0,6233.0,3000,self_employed,3636.0,False,False,2966.0,5972.0,1,56.5,flagged_for_review,defaulted,110.0,1,1,1.0409151636606546,0,0,0.49665103817816475,0,1
APP-0082,4498.0,4594.0,300,employed,4494.0,False,True,1875.0,4110.0,2,91.4,approved,repaid,,0,1,1.0213428190306804,0,1,0.4562043795620438,0,2
APP-0083,4395.0,4496.0,2000,employed,3952.0,False,True,2694.0,3887.0,1,77.8,approved,repaid,,0,1,1.022980659840728,0,0,0.693079495755081,0,2
APP-0084,3567.0,1084.0,1000,employed,400.0,False,True,728.0,1067.0,2,54.7,flagged_for_review,repaid,,0,1,0.303896832071769,1,1,0.6822867853795689,1,2
APP-0085,5635.0,5193.0,5000,employed,1900.0,False,True,3508.0,4941.0,2,66.4,flagged_for_review,defaulted,43.0,1,1,0.9215616681455191,0,0,0.7099777373001417,0,2
APP-0086,4253.0,3844.0,1000,self_employed,2416.0,False,True,1468.0,3641.0,2,86.0,approved,repaid,,0,1,0.9038325887608747,0,1,0.40318593792914037,0,1
APP-0087,5416.0,5067.0,500,self_employed,1610.0,False,True,2114.0,4352.0,1,85.1,approved,repaid,,0,1,0.9355612998522895,0,1,0.48575367647058826,0,1
APP-0088,3506.0,3563.0,1500,self_employed,2582.0,False,True,1512.0,3465.0,2,74.4,flagged_for_review,repaid,,0,1,1.0162578436965202,0,0,0.43636363636363634,0,1
APP-0089,7118.0,6662.0,2000,employed,3231.0,False,True,4057.0,6229.0,2,89.5,approved,repaid,,0,1,0.9359370609721832,0,1,0.6513083962112699,0,2
APP-0090,4881.0,4927.0,500,employed,3504.0,False,True,2887.0,4814.0,2,90.0,approved,repaid,,0,1,1.0094242982995287,0,1,0.5997091815538014,0,2
APP-0091,4430.0,4154.0,2000,self_employed,4529.0,False,True,2130.0,4139.0,2,73.6,flagged_for_review,defaulted,36.0,1,1,0.9376975169300226,0,0,0.5146170572602078,0,1
APP-0092,2878.0,2761.0,300,self_employed,1506.0,False,True,2224.0,2743.0,2,81.9,approved,repaid,,0,1,0.9593467685892981,0,1,0.8107911046299672,0,1
APP-0093,5642.0,5910.0,3000,employed,0.0,False,False,2088.0,5782.0,1,57.9,flagged_for_review,defaulted,28.0,1,1,1.0475008862105637,0,0,0.36112071947423036,1,2
APP-0094,5017.0,4700.0,300,self_employed,2537.0,False,False,3737.0,4002.0,2,74.7,flagged_for_review,defaulted,20.0,1,1,0.93681482957943,0,1,0.9337831084457772,0,1
APP-0095,6479.0,6197.0,3000,employed,4826.0,False,True,2289.0,6091.0,1,81.0,approved,defaulted,172.0,1,1,0.9564747646241704,0,0,0.37580036118863896,0,2
APP-0096,6781.0,6409.0,1000,employed,1285.0,False,False,4430.0,5520.0,1,82.0,approved,repaid,,0,1,0.9451408346851496,0,1,0.802536231884058,0,2
APP-0097,8884.0,8142.0,1000,employed,3030.0,False,True,4293.0,7960.0,1,90.6,approved,repaid,,0,1,0.9164790634849167,0,1,0.539321608040201,0,2
APP-0098,5869.0,5713.0,5000,employed,3044.0,False,True,4395.0,5096.0,2,64.9,flagged_for_review,repaid,,0,1,0.9734196626341796,0,0,0.8624411302982732,0,2
APP-0099,5489.0,,5000,employed,2287.0,False,True,1800.0,5168.0,0,41.5,denied,defaulted,48.0,1,0,-1.0,0,0,0.34829721362229105,0,2
APP-0100,5292.0,5314.0,1500,employed,2010.0,False,True,2472.0,4548.0,2,90.6,approved,defaulted,15.0,1,1,1.0041572184429328,0,1,0.5435356200527705,0,2
APP-0101,2849.0,2913.0,500,self_employed,615.0,False,True,1458.0,2813.0,2,84.8,approved,repaid,,0,1,1.0224640224640225,0,1,0.5183078563810878,0,1
APP-0102,5508.0,,1500,employed,0.0,False,True,4514.0,4774.0,0,52.0,flagged_for_review,defaulted,36.0,1,0,-1.0,0,1,0.9455383326351068,1,2
APP-0104,2308.0,2291.0,1500,unemployed,1415.0,False,False,944.0,2229.0,2,51.3,flagged_for_review,repaid,,0,1,0.99263431542461,0,0,0.4235082996859578,0,0
APP-0105,6976.0,2597.0,1500,employed,3646.0,False,True,1758.0,2479.0,1,60.4,flagged_for_review,repaid,,0,1,0.372276376146789,1,1,0.709156918112142,0,2
APP-0106,3490.0,3464.0,300,employed,1845.0,False,True,1910.0,2947.0,1,89.5,approved,repaid,,0,1,0.9925501432664756,0,1,0.6481167288768239,0,2
APP-0107,8925.0,8950.0,2000,self_employed,1221.0,True,False,3262.0,8148.0,2,74.0,flagged_for_review,repaid,,0,1,1.0028011204481793,0,1,0.40034364261168387,0,1
APP-0108,6976.0,6485.0,2000,employed,664.0,False,True,2272.0,5553.0,2,91.9,approved,defaulted,98.0,1,1,0.9296158256880734,0,1,0.40914820817576086,0,2
APP-0109,4823.0,4933.0,500,employed,2985.0,True,False,4424.0,4692.0,1,74.6,flagged_for_review,repaid,,0,1,1.0228073812979472,0,1,0.9428815004262575,0,2
APP-0110,1817.0,717.0,1500,employed,4038.0,False,True,424.0,713.0,2,39.1,denied,repaid,,0,1,0.39460649422124383,1,0,0.5946704067321178,0,2
APP-0111,4088.0,4178.0,1500,employed,3595.0,False,False,1512.0,3962.0,2,74.9,flagged_for_review,repaid,,0,1,1.0220156555772995,0,0,0.38162544169611307,0,2
APP-0112,1110.0,1050.0,1500,unemployed,2909.0,False,False,408.0,928.0,2,51.1,flagged_for_review,defaulted,83.0,1,1,0.9459459459459459,0,0,0.4396551724137931,0,0
APP-0113,1984.0,,300,self_employed,0.0,True,False,850.0,1792.0,0,38.8,denied,repaid,,0,0,-1.0,0,1,0.47433035714285715,1,1
APP-0114,5963.0,6185.0,1500,self_employed,1472.0,False,False,3896.0,6163.0,2,77.7,approved,repaid,,0,1,1.0372295824249538,0,1,0.6321596625020283,0,1
APP-0115,5681.0,5386.0,1000,self_employed,4921.0,False,True,2466.0,4759.0,2,84.8,approved,repaid,,0,1,0.9480725224432318,0,1,0.5181760874133221,0,1
APP-0116,4216.0,4313.0,1500,self_employed,3683.0,False,False,2400.0,4029.0,2,66.8,flagged_for_review,repaid,,0,1,1.0230075901328273,0,0,0.5956813104988831,0,1
APP-0117,5820.0,,2000,employed,0.0,False,True,2162.0,5297.0,0,46.2,denied,defaulted,91.0,1,0,-1.0,0,0,0.40815555975080237,1,2
APP-0118,6559.0,5907.0,2000,self_employed,1917.0,False,False,2921.0,5701.0,1,78.9,approved,repaid,,0,1,0.9005946028357982,0,1,0.5123662515348184,0,1
APP-0120,2214.0,2245.0,1500,self_employed,857.0,False,False,1777.0,2023.0,2,52.7,flagged_for_review,defaulted,18.0,1,1,1.0140018066847336,0,0,0.8783984181908058,0,1
APP-0121,6140.0,6253.0,5000,self_employed,0.0,True,False,2547.0,5934.0,2,45.2,denied,repaid,,0,1,1.0184039087947883,0,0,0.42922143579373107,1,1
APP-0123,4517.0,4145.0,3000,employed,818.0,False,True,1949.0,3697.0,1,68.2,flagged_for_review,defaulted,123.0,1,1,0.9176444542838167,0,0,0.5271842034081687,0,2
APP-0124,6826.0,6381.0,2000,employed,824.0,False,False,3458.0,5684.0,1,83.9,approved,repaid,,0,1,0.9348080867272195,0,1,0.6083743842364532,0,2
APP-0125,7282.0,7541.0,2000,employed,1468.0,False,True,3435.0,7019.0,1,91.1,approved,repaid,,0,1,1.0355671518813512,0,1,0.4893859524148739,0,2
APP-0126,6883.0,6378.0,1000,self_employed,1799.0,False,True,4191.0,5568.0,2,82.5,approved,repaid,,0,1,0.926630829580125,0,1,0.7526939655172413,0,1
APP-0127,4333.0,4343.0,1000,self_employed,1986.0,False,True,3582.0,4220.0,2,81.5,approved,repaid,,0,1,1.0023078698361412,0,1,0.8488151658767773,0,1
APP-0129,4964.0,4530.0,1000,employed,1670.0,False,True,1791.0,3914.0,1,91.4,approved,repaid,,0,1,0.9125705076551168,0,1,0.4575881451200818,0,2
APP-0130,3644.0,3436.0,300,employed,0.0,False,True,2301.0,3097.0,1,82.6,approved,repaid,,0,1,0.9429198682766191,0,1,0.7429770745883113,1,2
APP-0131,5487.0,5367.0,1500,employed,2467.0,False,True,1988.0,4657.0,2,91.7,approved,repaid,,0,1,0.9781301257517769,0,1,0.426884260253382,0,2
APP-0132,3231.0,3321.0,500,employed,0.0,False,True,2191.0,3060.0,2,82.8,approved,repaid,,0,1,1.0278551532033426,0,1,0.7160130718954248,1,2
APP-0134,2504.0,2487.0,1500,unemployed,3379.0,False,False,1676.0,2383.0,1,48.5,denied,repaid,,0,1,0.9932108626198083,0,0,0.7033151489718842,0,0
APP-0135,5302.0,5166.0,3000,employed,411.0,False,True,3251.0,5130.0,2,61.2,flagged_for_review,repaid,,0,1,0.974349302150132,0,0,0.6337231968810916,1,2
APP-0136,5425.0,5126.0,2000,employed,3075.0,False,True,1846.0,4936.0,1,81.0,approved,defaulted,125.0,1,1,0.9448847926267281,0,0,0.3739870340356564,0,2
APP-0137,4197.0,3852.0,500,self_employed,3734.0,False,True,2439.0,3378.0,1,82.8,approved,repaid,,0,1,0.9177984274481773,0,1,0.7220248667850799,0,1
APP-0138,5880.0,5653.0,1000,employed,0.0,True,True,3304.0,5598.0,1,78.1,approved,defaulted,153.0,1,1,0.9613945578231292,0,1,0.5902107895677028,1,2
APP-0140,1765.0,1644.0,1000,unemployed,0.0,False,False,802.0,1515.0,1,44.2,denied,repaid,,0,1,0.9314447592067989,0,0,0.5293729372937294,1,0
APP-0141,2981.0,2876.0,5000,employed,1823.0,False,True,1628.0,2627.0,2,67.3,flagged_for_review,repaid,,0,1,0.9647769204964777,0,0,0.6197183098591549,0,2
APP-0142,5190.0,,2000,employed,1989.0,False,True,1664.0,4630.0,0,52.7,flagged_for_review,defaulted,136.0,1,0,-1.0,0,0,0.3593952483801296,0,2
APP-0143,7908.0,7170.0,300,employed,0.0,False,True,6510.0,7057.0,1,80.8,approved,repaid,,0,1,0.9066767830045523,0,1,0.922488309479949,1,2
APP-0144,3500.0,3459.0,3000,employed,4887.0,False,True,2280.0,3113.0,1,66.2,flagged_for_review,defaulted,37.0,1,1,0.9882857142857143,0,0,0.7324124638612272,0,2
APP-0145,3983.0,3913.0,500,employed,2429.0,False,True,1344.0,3666.0,2,92.3,approved,repaid,,0,1,0.9824253075571178,0,1,0.36661211129296234,0,2
APP-0146,6366.0,5804.0,500,self_employed,726.0,False,True,4293.0,5142.0,2,81.7,approved,repaid,,0,1,0.9117185045554508,0,1,0.8348891481913653,0,1
APP-0147,5269.0,5488.0,2000,employed,4198.0,False,True,2712.0,5321.0,2,79.7,approved,repaid,,0,1,1.041563864110837,0,0,0.509678631836121,0,2
APP-0148,5526.0,5056.0,3000,employed,0.0,True,True,3360.0,4885.0,1,54.6,flagged_for_review,repaid,,0,1,0.914947520810713,0,0,0.6878198567041965,1,2
APP-0149,5734.0,5896.0,1500,employed,156.0,False,True,2532.0,5274.0,1,85.2,approved,repaid,,0,1,1.0282525287757238,0,1,0.4800910125142207,1,2
APP-0150,1547.0,1392.0,1000,unemployed,0.0,True,False,1030.0,1326.0,1,35.7,denied,repaid,,0,1,0.8998060762766645,0,0,0.7767722473604827,1,0
APP-0151,6665.0,6881.0,1000,employed,4702.0,False,True,5062.0,6575.0,2,88.3,approved,repaid,,0,1,1.0324081020255065,0,1,0.7698859315589354,0,2
APP-0152,5615.0,5070.0,1000,employed,2499.0,False,True,3121.0,4737.0,2,89.4,approved,repaid,,0,1,0.9029385574354408,0,1,0.6588558159172472,0,2
APP-0153,4638.0,4701.0,1000,employed,2989.0,False,True,2018.0,4420.0,2,91.4,approved,repaid,,0,1,1.0135834411384217,0,1,0.45656108597285067,0,2
APP-0154,2279.0,2175.0,500,unemployed,2452.0,False,False,947.0,2036.0,2,73.4,flagged_for_review,repaid,,0,1,0.9543659499780606,0,1,0.46512770137524556,0,0
APP-0155,7850.0,7934.0,1500,employed,2861.0,False,True,3755.0,6842.0,2,90.5,approved,repaid,,0,1,1.0107006369426752,0,1,0.5488161356328559,0,2
APP-0156,5348.0,5135.0,3000,self_employed,2117.0,False,False,1925.0,4881.0,2,57.6,flagged_for_review,defaulted,138.0,1,1,0.9601720269259536,0,0,0.39438639623028066,0,1
APP-0157,4579.0,4170.0,1000,self_employed,2406.0,False,False,1994.0,3838.0,2,78.8,approved,repaid,,0,1,0.9106791875955449,0,1,0.5195414278269932,0,1
APP-0158,6661.0,6762.0,500,employed,2161.0,False,False,4612.0,6192.0,2,82.6,approved,repaid,,0,1,1.0151628884551869,0,1,0.7448320413436692,0,2
APP-0159,1868.0,1701.0,2000,self_employed,1087.0,False,False,1399.0,1665.0,1,53.1,flagged_for_review,defaulted,50.0,1,1,0.9105995717344754,0,0,0.8402402402402402,0,1
APP-0161,500.0,454.0,3000,self_employed,2410.0,False,True,182.0,403.0,1,63.0,flagged_for_review,repaid,,0,1,0.908,0,0,0.45161290322580644,0,1
APP-0162,6525.0,6342.0,500,self_employed,2166.0,False,False,4632.0,5506.0,2,75.6,approved,repaid,,0,1,0.9719540229885058,0,1,0.8412640755539411,0,1
APP-0163,4864.0,4905.0,500,employed,0.0,True,True,3688.0,4195.0,1,75.2,approved,repaid,,0,1,1.0084292763157894,0,1,0.8791418355184744,1,2
APP-0164,5498.0,5273.0,1500,employed,0.0,False,True,2662.0,4700.0,1,84.3,approved,repaid,,0,1,0.9590760276464169,0,1,0.5663829787234043,1,2
APP-0165,9116.0,,1500,self_employed,3624.0,True,False,2889.0,9100.0,0,46.3,denied,repaid,,0,0,-1.0,0,1,0.31747252747252747,0,1
APP-0167,4347.0,4424.0,1500,employed,2877.0,False,True,3401.0,4201.0,1,76.7,approved,repaid,,0,1,1.0177133655394526,0,0,0.8095691502023328,0,2
APP-0168,5770.0,5992.0,500,employed,362.0,True,True,1621.0,5199.0,2,80.9,approved,repaid,,0,1,1.038474870017331,0,1,0.3117907289863435,1,2
APP-0169,4611.0,4410.0,1000,employed,0.0,False,True,2848.0,4147.0,2,83.1,approved,repaid,,0,1,0.9564085881587508,0,1,0.6867615143477213,1,2
APP-0171,5923.0,5653.0,1000,employed,1666.0,False,True,2760.0,5053.0,2,90.5,approved,repaid,,0,1,0.9544149924024987,0,1,0.5462101721749456,0,2
