stated_monthly_income,loan_amount,bank_ending_balance,bank_has_overdrafts,bank_has_consistent_deposits,monthly_withdrawals,monthly_deposits,num_documents_submitted,has_documentation,income_ratio,income_covers_loan_3x,suspected_misrepresentation,withdrawal_to_deposit_ratio,low_balance,employment_encoded
4498.0,300,4494.0,False,True,1875.0,4110.0,2,1,1.0213428190306804,1,0,0.4562043795620438,0,2
4395.0,2000,3952.0,False,True,2694.0,3887.0,1,1,1.022980659840728,0,0,0.693079495755081,0,2
3567.0,1000,400.0,False,True,728.0,1067.0,2,1,0.303896832071769,1,1,0.6822867853795689,1,2
5635.0,5000,1900.0,False,True,3508.0,4941.0,2,1,0.9215616681455191,0,0,0.7099777373001417,0,2
4253.0,1000,2416.0,False,True,1468.0,3641.0,2,1,0.9038325887608747,1,0,0.40318593792914037,0,1
5416.0,500,1610.0,False,True,2114.0,4352.0,1,1,0.9355612998522895,1,0,0.48575367647058826,0,1
3506.0,1500,2582.0,False,True,1512.0,3465.0,2,1,1.0162578436965202,0,0,0.43636363636363634,0,1
7118.0,2000,3231.0,False,True,4057.0,6229.0,2,1,0.9359370609721832,1,0,0.6513083962112699,0,2
4881.0,500,3504.0,False,True,2887.0,4814.0,2,1,1.0094242982995287,1,0,0.5997091815538014,0,2
4430.0,2000,4529.0,False,True,2130.0,4139.0,2,1,0.9376975169300226,0,0,0.5146170572602078,0,1
2878.0,300,1506.0,False,True,2224.0,2743.0,2,1,0.9593467685892981,1,0,0.8107911046299672,0,1
5642.0,3000,0.0,False,False,2088.0,5782.0,1,1,1.0475008862105637,0,0,0.36112071947423036,1,2
5017.0,300,2537.0,False,False,3737.0,4002.0,2,1,0.93681482957943,1,0,0.9337831084457772,0,1
6479.0,3000,4826.0,False,True,2289.0,6091.0,1,1,0.9564747646241704,0,0,0.37580036118863896,0,2
6781.0,1000,1285.0,False,False,4430.0,5520.0,1,1,0.9451408346851496,1,0,0.802536231884058,0,2
8884.0,1000,3030.0,False,True,4293.0,7960.0,1,1,0.9164790634849167,1,0,0.539321608040201,0,2
5869.0,5000,3044.0,False,True,4395.0,5096.0,2,1,0.9734196626341796,0,0,0.8624411302982732,0,2
5489.0,5000,2287.0,False,True,1800.0,5168.0,0,0,-1.0,0,0,0.34829721362229105,0,2
5292.0,1500,2010.0,False,True,2472.0,4548.0,2,1,1.0041572184429328,1,0,0.5435356200527705,0,2
2849.0,500,615.0,False,True,1458.0,2813.0,2,1,1.0224640224640225,1,0,0.5183078563810878,0,1
5508.0,1500,0.0,False,True,4514.0,4774.0,0,0,-1.0,1,0,0.9455383326351068,1,2
2308.0,1500,1415.0,False,False,944.0,2229.0,2,1,0.99263431542461,0,0,0.4235082996859578,0,0
6976.0,1500,3646.0,False,True,1758.0,2479.0,1,1,0.372276376146789,1,1,0.709156918112142,0,2
3490.0,300,1845.0,False,True,1910.0,2947.0,1,1,0.9925501432664756,1,0,0.6481167288768239,0,2
8925.0,2000,1221.0,True,False,3262.0,8148.0,2,1,1.0028011204481793,1,0,0.40034364261168387,0,1
6976.0,2000,664.0,False,True,2272.0,5553.0,2,1,0.9296158256880734,1,0,0.40914820817576086,0,2
4823.0,500,2985.0,True,False,4424.0,4692.0,1,1,1.0228073812979472,1,0,0.9428815004262575,0,2
1817.0,1500,4038.0,False,True,424.0,713.0,2,1,0.39460649422124383,0,1,0.5946704067321178,0,2
4088.0,1500,3595.0,False,False,1512.0,3962.0,2,1,1.0220156555772995,0,0,0.38162544169611307,0,2
1110.0,1500,2909.0,False,False,408.0,928.0,2,1,0.9459459459459459,0,0,0.4396551724137931,0,0
1984.0,300,0.0,True,False,850.0,1792.0,0,0,-1.0,1,0,0.47433035714285715,1,1
5963.0,1500,1472.0,False,False,3896.0,6163.0,2,1,1.0372295824249538,1,0,0.6321596625020283,0,1
5681.0,1000,4921.0,False,True,2466.0,4759.0,2,1,0.9480725224432318,1,0,0.5181760874133221,0,1
4216.0,1500,3683.0,False,False,2400.0,4029.0,2,1,1.0230075901328273,0,0,0.5956813104988831,0,1
5820.0,2000,0.0,False,True,2162.0,5297.0,0,0,-1.0,0,0,0.40815555975080237,1,2
6559.0,2000,1917.0,False,False,2921.0,5701.0,1,1,0.9005946028357982,1,0,0.5123662515348184,0,1
2214.0,1500,857.0,False,False,1777.0,2023.0,2,1,1.0140018066847336,0,0,0.8783984181908058,0,1
6140.0,5000,0.0,True,False,2547.0,5934.0,2,1,1.0184039087947883,0,0,0.42922143579373107,1,1
4517.0,3000,818.0,False,True,1949.0,3697.0,1,1,0.9176444542838167,0,0,0.5271842034081687,0,2
6826.0,2000,824.0,False,False,3458.0,5684.0,1,1,0.9348080867272195,1,0,0.6083743842364532,0,2
7282.0,2000,1468.0,False,True,3435.0,7019.0,1,1,1.0355671518813512,1,0,0.4893859524148739,0,2
6883.0,1000,1799.0,False,True,4191.0,5568.0,2,1,0.926630829580125,1,0,0.7526939655172413,0,1
4333.0,1000,1986.0,False,True,3582.0,4220.0,2,1,1.0023078698361412,1,0,0.8488151658767773,0,1
4964.0,1000,1670.0,False,True,1791.0,3914.0,1,1,0.9125705076551168,1,0,0.4575881451200818,0,2
3644.0,300,0.0,False,True,2301.0,3097.0,1,1,0.9429198682766191,1,0,0.7429770745883113,1,2
5487.0,1500,2467.0,False,True,1988.0,4657.0,2,1,0.9781301257517769,1,0,0.426884260253382,0,2
3231.0,500,0.0,False,True,2191.0,3060.0,2,1,1.0278551532033426,1,0,0.7160130718954248,1,2
2504.0,1500,3379.0,False,False,1676.0,2383.0,1,1,0.9932108626198083,0,0,0.7033151489718842,0,0
5302.0,3000,411.0,False,True,3251.0,5130.0,2,1,0.974349302150132,0,0,0.6337231968810916,1,2
5425.0,2000,3075.0,False,True,1846.0,4936.0,1,1,0.9448847926267281,0,0,0.3739870340356564,0,2
4197.0,500,3734.0,False,True,2439.0,3378.0,1,1,0.9177984274481773,1,0,0.7220248667850799,0,1
5880.0,1000,0.0,True,True,3304.0,5598.0,1,1,0.9613945578231292,1,0,0.5902107895677028,1,2
1765.0,1000,0.0,False,False,802.0,1515.0,1,1,0.9314447592067989,0,0,0.5293729372937294,1,0
2981.0,5000,1823.0,False,True,1628.0,2627.0,2,1,0.9647769204964777,0,0,0.6197183098591549,0,2
5190.0,2000,1989.0,False,True,1664.0,4630.0,0,0,-1.0,0,0,0.3593952483801296,0,2
7908.0,300,0.0,False,True,6510.0,7057.0,1,1,0.9066767830045523,1,0,0.922488309479949,1,2
3500.0,3000,4887.0,False,True,2280.0,3113.0,1,1,0.9882857142857143,0,0,0.7324124638612272,0,2
3983.0,500,2429.0,False,True,1344.0,3666.0,2,1,0.9824253075571178,1,0,0.36661211129296234,0,2
6366.0,500,726.0,False,True,4293.0,5142.0,2,1,0.9117185045554508,1,0,0.8348891481913653,0,1
5269.0,2000,4198.0,False,True,2712.0,5321.0,2,1,1.041563864110837,0,0,0.509678631836121,0,2
5526.0,3000,0.0,True,True,3360.0,4885.0,1,1,0.914947520810713,0,0,0.6878198567041965,1,2
5734.0,1500,156.0,False,True,2532.0,5274.0,1,1,1.0282525287757238,1,0,0.4800910125142207,1,2
1547.0,1000,0.0,True,False,1030.0,1326.0,1,1,0.8998060762766645,0,0,0.7767722473604827,1,0
6665.0,1000,4702.0,False,True,5062.0,6575.0,2,1,1.0324081020255065,1,0,0.7698859315589354,0,2
5615.0,1000,2499.0,False,True,3121.0,4737.0,2,1,0.9029385574354408,1,0,0.6588558159172472,0,2
4638.0,1000,2989.0,False,True,2018.0,4420.0,2,1,1.0135834411384217,1,0,0.45656108597285067,0,2
2279.0,500,2452.0,False,False,947.0,2036.0,2,1,0.9543659499780606,1,0,0.46512770137524556,0,0
7850.0,1500,2861.0,False,True,3755.0,6842.0,2,1,1.0107006369426752,1,0,0.5488161356328559,0,2
5348.0,3000,2117.0,False,False,1925.0,4881.0,2,1,0.9601720269259536,0,0,0.39438639623028066,0,1
4579.0,1000,2406.0,False,False,1994.0,3838.0,2,1,0.9106791875955449,1,0,0.5195414278269932,0,1
6661.0,500,2161.0,False,False,4612.0,6192.0,2,1,1.0151628884551869,1,0,0.7448320413436692,0,2
1868.0,2000,1087.0,False,False,1399.0,1665.0,1,1,0.9105995717344754,0,0,0.8402402402402402,0,1
500.0,3000,2410.0,False,True,182.0,403.0,1,1,0.908,0,0,0.45161290322580644,0,1
6525.0,500,2166.0,False,False,4632.0,5506.0,2,1,0.9719540229885058,1,0,0.8412640755539411,0,1
4864.0,500,0.0,True,True,3688.0,4195.0,1,1,1.0084292763157894,1,0,0.8791418355184744,1,2
5498.0,1500,0.0,False,True,2662.0,4700.0,1,1,0.9590760276464169,1,0,0.5663829787234043,1,2
9116.0,1500,3624.0,True,False,2889.0,9100.0,0,0,-1.0,1,0,0.31747252747252747,0,1
4347.0,1500,2877.0,False,True,3401.0,4201.0,1,1,1.0177133655394526,0,0,0.8095691502023328,0,2
5770.0,500,362.0,True,True,1621.0,5199.0,2,1,1.038474870017331,1,0,0.3117907289863435,1,2
4611.0,1000,0.0,False,True,2848.0,4147.0,2,1,0.9564085881587508,1,0,0.6867615143477213,1,2
5923.0,1000,1666.0,False,True,2760.0,5053.0,2,1,0.9544149924024987,1,0,0.5462101721749456,0,2
3597.0,1500,1002.0,False,True,2598.0,3299.0,1,1,0.9385599110369752,0,0,0.7875113670809336,0,2
6629.0,1000,3941.0,False,True,3832.0,6627.0,0,0,-1.0,1,0,0.5782405311604044,0,2
5494.0,1000,2269.0,False,False,3627.0,4902.0,1,1,0.9510374954495814,1,0,0.7399020807833537,0,1
6212.0,1000,4773.0,False,True,3416.0,5369.0,1,1,0.9642627173213136,1,0,0.636245110821382,0,2
2101.0,1000,2607.0,False,True,922.0,1998.0,0,0,-1.0,0,0,0.46146146146146144,0,1
7757.0,300,0.0,True,True,5260.0,7576.0,0,0,-1.0,1,0,0.694297782470961,1,2
1384.0,1500,3584.0,False,False,980.0,1258.0,2,1,1.0375722543352601,0,0,0.7790143084260731,0,0
4971.0,1000,2346.0,False,True,2370.0,4333.0,2,1,0.9708308187487427,1,0,0.5469651511654743,0,2
4545.0,300,838.0,False,True,1410.0,4125.0,1,1,1.016941694169417,1,0,0.3418181818181818,0,2
1041.0,5000,5214.0,False,False,383.0,406.0,1,1,0.39865513928914503,0,1,0.9433497536945813,0,0
4256.0,1000,4159.0,False,False,920.0,1305.0,2,1,0.33576127819548873,1,1,0.7049808429118773,0,1
3419.0,500,887.0,False,True,2819.0,3080.0,0,0,-1.0,1,0,0.9152597402597402,0,2
4181.0,1000,1809.0,False,True,1309.0,3561.0,2,1,0.9057641712508969,1,0,0.3675933726481325,0,1
3759.0,2000,2367.0,True,False,1679.0,3214.0,1,1,0.9686086725192871,0,0,0.5224019912881145,0,1
7566.0,1000,3295.0,False,True,2590.0,6692.0,0,0,-1.0,1,0,0.38702928870292885,0,2
4843.0,1500,2044.0,False,True,3588.0,4256.0,1,1,0.9469337187693578,1,0,0.8430451127819549,0,2
4747.0,1000,463.0,True,True,3614.0,4143.0,1,1,0.957657467874447,1,0,0.8723147477673183,1,2
5105.0,500,924.0,False,True,2961.0,4731.0,1,1,1.0364348677766895,1,0,0.6258719086873811,0,2
4836.0,1000,1993.0,False,False,1793.0,4256.0,2,1,1.0254342431761787,1,0,0.4212875939849624,0,1
500.0,2000,3852.0,False,False,178.0,464.0,2,1,1.0,0,0,0.38362068965517243,0,0
4137.0,1500,2642.0,False,False,2580.0,3782.0,1,1,0.9400531786318589,0,0,0.6821787414066631,0,1
6463.0,500,840.0,False,True,3648.0,5798.0,1,1,0.9175305585641343,1,0,0.629182476716109,0,2
5752.0,500,2973.0,False,True,3454.0,4595.0,2,1,0.9024687065368567,1,0,0.7516866158868335,0,2
7358.0,1500,1420.0,False,False,3158.0,6336.0,2,1,0.9160097852677358,1,0,0.4984217171717172,0,1
1552.0,2000,3336.0,False,False,853.0,1518.0,0,0,-1.0,0,0,0.5619235836627141,0,1
5158.0,1500,1462.0,False,True,3235.0,4644.0,2,1,0.9096549050019387,1,0,0.6965977605512489,0,1
7006.0,500,3202.0,False,False,3654.0,6355.0,2,1,0.9204967170996289,1,0,0.5749803304484657,0,1
2254.0,1000,882.0,False,True,1653.0,1842.0,2,1,0.927240461401952,0,0,0.8973941368078175,0,2
5767.0,300,1832.0,False,True,3657.0,5099.0,2,1,0.9947979885555748,1,0,0.7171994508727202,0,2
562.0,2000,2044.0,True,False,274.0,489.0,1,1,0.9928825622775801,0,0,0.5603271983640081,0,1
4707.0,1000,1709.0,False,False,686.0,1456.0,1,1,0.35181644359464626,1,1,0.47115384615384615,0,1
6429.0,2000,5695.0,False,True,1341.0,1510.0,2,1,0.2381396795769171,1,1,0.8880794701986755,0,2
7418.0,2000,1540.0,False,True,715.0,2303.0,2,1,0.31369641412779725,1,1,0.31046461137646547,0,2
4455.0,2000,2880.0,False,False,1791.0,3495.0,2,1,0.9144781144781144,0,0,0.5124463519313305,0,1
7460.0,1000,0.0,True,True,5975.0,6543.0,1,1,0.9339142091152814,1,0,0.9131896683478526,1,2
6113.0,500,2648.0,False,True,4287.0,5911.0,2,1,1.0346801897595288,1,0,0.7252579935713077,0,2
5113.0,5000,3713.0,False,True,3143.0,4864.0,2,1,1.0469391746528456,0,0,0.6461759868421053,0,2
4952.0,2000,0.0,False,True,4290.0,5097.0,2,1,1.0375605815831987,0,0,0.8416715715126545,1,1
3735.0,300,1942.0,False,False,1410.0,3258.0,2,1,0.9965194109772423,1,0,0.43278084714548803,0,2
2549.0,1000,2026.0,False,False,924.0,2002.0,2,1,0.9050608081600627,0,0,0.46153846153846156,0,1
4736.0,2000,3086.0,False,True,1805.0,4250.0,1,1,1.0496199324324325,0,0,0.42470588235294116,0,2
5185.0,300,5016.0,False,True,1728.0,4291.0,2,1,0.9147540983606557,1,0,0.40270333255651364,0,2
3394.0,1500,1430.0,False,False,2818.0,3064.0,1,1,1.0023571007660577,0,0,0.9197127937336814,0,1
6504.0,1000,716.0,False,False,3857.0,5579.0,2,1,0.9378843788437884,1,0,0.6913425345043914,0,1
3505.0,300,250.0,False,False,2223.0,3110.0,1,1,0.9589158345221113,1,0,0.7147909967845659,1,1
5292.0,1000,2719.0,False,True,2089.0,4643.0,1,1,0.9654195011337868,1,0,0.44992461770407066,0,2
3886.0,500,1182.0,False,True,1062.0,3496.0,0,0,-1.0,1,0,0.3037757437070938,0,2
3020.0,1500,3168.0,False,True,1927.0,2795.0,1,1,0.9503311258278145,0,0,0.6894454382826476,0,2
4082.0,500,2698.0,False,True,2392.0,3795.0,1,1,0.95124938755512,1,0,0.6303030303030303,0,2
4944.0,1000,2065.0,True,True,2671.0,4375.0,0,0,-1.0,1,0,0.6105142857142857,0,2
1523.0,3000,646.0,False,True,474.0,1393.0,2,1,1.019697964543664,0,0,0.3402727925340991,0,0
3961.0,1000,1277.0,False,True,575.0,966.0,2,1,0.25044180762433726,1,1,0.5952380952380952,0,2
4199.0,1000,0.0,True,False,1762.0,3619.0,0,0,-1.0,1,0,0.4868748273003592,1,1
3847.0,2000,2354.0,False,True,1690.0,3533.0,2,1,1.0215752534442422,0,0,0.47834701386923295,0,1
2415.0,3000,2040.0,False,True,909.0,2046.0,2,1,0.9233954451345756,0,0,0.4442815249266862,0,1
6140.0,300,2283.0,False,True,2592.0,5022.0,2,1,0.9315960912052117,1,0,0.5161290322580645,0,2
2814.0,1500,2579.0,False,True,1329.0,2654.0,2,1,1.0319829424307037,0,0,0.5007535795026375,0,2
4536.0,1000,1834.0,True,True,3762.0,4018.0,1,1,0.9197530864197531,1,0,0.9362867098058736,0,2
5479.0,5000,0.0,False,True,3583.0,5320.0,2,1,0.9740828618361015,0,0,0.6734962406015037,1,2
7011.0,3000,1124.0,False,True,5330.0,5684.0,1,1,0.9415204678362573,0,0,0.9377199155524278,0,2
5672.0,1000,2076.0,False,True,4727.0,5006.0,0,0,-1.0,1,0,0.9442668797443068,0,1
5173.0,500,896.0,False,False,2563.0,4823.0,1,1,0.9677169920742316,1,0,0.531411984242173,0,2
1738.0,5000,3290.0,False,False,921.0,1562.0,2,1,0.9654775604142692,0,0,0.589628681177977,0,0
1612.0,1000,1012.0,False,False,1227.0,1329.0,2,1,0.9168734491315137,0,0,0.9232505643340858,0,0
1272.0,500,2324.0,False,False,718.0,1032.0,1,1,0.9213836477987422,0,0,0.6957364341085271,0,0
3872.0,2000,2175.0,False,True,1549.0,3534.0,1,1,1.0232438016528926,0,0,0.4383135257498585,0,2
4521.0,1000,3119.0,False,True,799.0,1068.0,1,1,0.2583499225834992,1,1,0.74812734082397,0,2
6614.0,3000,3041.0,False,False,3425.0,6579.0,0,0,-1.0,0,0,0.5205958352333181,0,2
981.0,500,0.0,True,False,346.0,772.0,2,1,0.908256880733945,0,0,0.4481865284974093,1,0
1736.0,300,3791.0,True,False,789.0,1717.0,2,1,0.9913594470046083,1,0,0.45952242283051836,0,0
1299.0,1000,4291.0,False,False,387.0,1277.0,2,1,1.0069284064665127,0,0,0.303054032889585,0,1
3937.0,1500,1277.0,False,True,2999.0,3438.0,2,1,0.9558039116078232,0,0,0.8723094822571262,0,2
2729.0,500,2355.0,False,True,1294.0,2628.0,2,1,1.0018321729571271,1,0,0.4923896499238965,0,2
2714.0,1000,664.0,False,True,925.0,2598.0,2,1,1.0070007369196758,0,0,0.35604311008468054,0,1
2624.0,1500,0.0,True,True,858.0,2408.0,2,1,1.0403963414634145,0,0,0.35631229235880396,1,2
5401.0,2000,892.0,False,True,2928.0,4426.0,2,1,0.9096463617848547,0,0,0.6615454134658835,0,2
5763.0,500,1190.0,True,True,4691.0,4962.0,2,1,0.928856498351553,1,0,0.945384925433293,0,2
6122.0,500,562.0,False,False,2143.0,5874.0,2,1,1.030218882718066,1,0,0.3648280558392918,0,1
827.0,2000,2815.0,False,False,354.0,712.0,1,1,0.9407496977025392,0,0,0.49719101123595505,0,0
4597.0,500,3022.0,False,False,2329.0,4044.0,2,1,0.9447465738525125,1,0,0.5759149357072205,0,2
3663.0,500,5571.0,False,False,1787.0,3544.0,1,1,0.9841659841659842,1,0,0.5042325056433409,0,2
3734.0,1000,3689.0,False,False,2964.0,3312.0,1,1,0.938671665773969,1,0,0.894927536231884,0,1
4253.0,1500,2365.0,False,False,392.0,1197.0,1,1,0.2936750529038326,0,1,0.32748538011695905,0,1
3705.0,500,1070.0,True,False,1590.0,3515.0,2,1,1.0097165991902834,1,0,0.4523470839260313,0,1
2132.0,500,2441.0,False,True,1574.0,1907.0,2,1,0.9446529080675422,1,0,0.8253801782905087,0,1
4803.0,300,2490.0,False,True,3667.0,4355.0,1,1,0.9679367062252758,1,0,0.8420206659012629,0,2
5115.0,1000,1230.0,True,True,1496.0,4015.0,1,1,0.9190615835777126,1,0,0.3726027397260274,0,2
4410.0,1000,3176.0,False,False,4114.0,4410.0,0,0,-1.0,1,0,0.9328798185941043,0,1
4865.0,500,0.0,True,False,3123.0,4160.0,0,0,-1.0,1,0,0.7507211538461539,1,1
3160.0,300,1633.0,False,False,1419.0,2975.0,1,1,1.035126582278481,1,0,0.47697478991596637,0,1
